team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,31,69,6,14,17,22,7,27,21,8,5,17,23
GOLDEN STATE WARRIORS,240,31,76,1,11,16,21,20,30,14,9,6,23,24
MEMPHIS GRIZZLIES,240,31,78,1,10,18,23,16,32,17,3,4,25,19
LOS ANGELES LAKERS,240,48,97,10,22,14,17,15,30,32,14,8,8,17
SAN ANTONIO SPURS,240,37,79,5,14,18,24,4,27,15,9,4,12,14
NEW JERSEY NETS,240,40,84,4,12,15,18,13,32,19,8,9,18,21
DALLAS MAVERICKS,240,33,82,4,19,17,24,13,22,14,10,4,11,26
ORLANDO MAGIC,240,40,82,7,17,26,30,14,39,22,3,1,14,21
DENVER NUGGETS,240,34,79,3,13,26,31,12,22,14,3,7,8,20
UTAH JAZZ,240,42,78,8,15,14,17,9,32,30,4,8,13,27
